CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Sum,Segment,Country
CUST0417,95,3,950.49,3,2,3,323,8,Needs Attention,Brazil
CUST0418,119,10,1823.13,2,4,4,244,10,At Risk,Brazil
CUST0419,95,5,1365.37,3,3,3,333,9,Loyal Customers,India
CUST0420,492,2,713.87,1,1,2,112,4,Lost,Usa
CUST0421,1,1,508.62,5,1,2,512,8,New Customers,Brazil
CUST0422,140,2,897.25,2,1,3,213,6,Needs Attention,France
CUST0423,118,4,1068.7,2,3,3,233,8,At Risk,Usa
CUST0424,290,4,1134.96,1,3,3,133,7,At Risk,Canada
CUST0425,499,5,1460.4,1,3,4,134,8,At Risk,Brazil
CUST0426,428,2,1592.69,1,1,4,114,6,Needs Attention,India
CUST0427,200,5,1922.92,1,3,4,134,8,At Risk,Germany
CUST0428,22,1,80.44,4,1,1,411,6,New Customers,France
CUST0429,7,9,1884.46,5,4,4,544,13,Champions,Germany
CUST0430,16,8,1475.22,5,4,4,544,13,Champions,Australia
CUST0431,439,3,725.25,1,2,2,122,5,Lost,Germany
CUST0432,97,8,1437.42,3,4,3,343,10,Loyal Customers,Australia
CUST0433,286,4,1361.34,1,3,3,133,7,At Risk,Usa
CUST0434,83,5,1046.46,3,3,3,333,9,Loyal Customers,Usa
CUST0435,345,2,574.42,1,1,2,112,4,Lost,India
CUST0436,28,9,1515.74,4,4,4,444,12,Champions,Brazil
CUST0437,149,5,846.17,2,3,2,232,7,Needs Attention,France
CUST0438,90,4,972.8,3,3,3,333,9,Loyal Customers,Brazil
CUST0439,16,9,3418.57,5,4,5,545,14,Champions,France
CUST0440,10,12,4374.4,5,5,5,555,15,Champions,Brazil
CUST0441,27,7,2078.28,4,4,4,444,12,Champions,Usa
CUST0442,151,9,2720.6,2,4,5,245,11,At Risk,Usa
CUST0443,89,4,1310.29,3,3,3,333,9,Loyal Customers,Canada
CUST0444,415,3,734.19,1,2,2,122,5,Lost,Germany
CUST0445,25,2,175.64,4,1,1,411,6,New Customers,Brazil
CUST0446,125,3,1180.93,2,2,3,223,7,Needs Attention,Canada
CUST0447,30,3,465.57,4,2,2,422,8,New Customers,Brazil
CUST0448,24,2,468.15,4,1,2,412,7,New Customers,Canada
CUST0449,7,1,28.98,5,1,1,511,7,New Customers,Australia
CUST0450,253,4,746.37,1,3,2,132,6,Needs Attention,Brazil
CUST0451,57,4,1087.23,3,3,3,333,9,Loyal Customers,Uk
CUST0452,400,5,581.8,1,3,2,132,6,Needs Attention,India
CUST0453,27,12,3773.75,4,5,5,455,14,Champions,Uk
CUST0454,7,26,4510.34,5,5,5,555,15,Champions,Canada
CUST0455,118,2,475.58,2,1,2,212,5,Lost,India
CUST0456,23,1,182.24,4,1,1,411,6,New Customers,Brazil
CUST0457,15,13,4508.5,5,5,5,555,15,Champions,Uk
CUST0458,37,8,2739.89,3,4,5,345,12,Loyal Customers,France
CUST0459,33,4,637.33,4,3,2,432,9,Needs Attention,Canada
CUST0460,65,3,1290.26,3,2,3,323,8,Needs Attention,Uk
CUST0461,80,4,1102.85,3,3,3,333,9,Loyal Customers,India
CUST0462,27,12,2628.58,4,5,4,454,13,Champions,France
CUST0463,230,2,1177.61,1,1,3,113,5,Needs Attention,Germany
CUST0464,14,2,211.48,5,1,1,511,7,New Customers,Germany
CUST0465,91,7,2626.07,3,4,4,344,11,Loyal Customers,India
CUST0466,141,10,3021.31,2,4,5,245,11,At Risk,Uk
CUST0467,9,1,230.52,5,1,1,511,7,New Customers,India
CUST0468,2,2,147.37,5,1,1,511,7,New Customers,France
CUST0469,298,3,459.32,1,2,2,122,5,Lost,France
CUST0470,21,1,104.98,4,1,1,411,6,New Customers,Germany
CUST0471,27,1,121.9,4,1,1,411,6,New Customers,Brazil
CUST0472,8,11,1372.76,5,5,3,553,13,Loyal Customers,Brazil
CUST0473,48,2,985.65,3,1,3,313,7,Needs Attention,France
CUST0474,115,7,2456.99,2,4,4,244,10,At Risk,Usa
CUST0475,102,4,1178.71,3,3,3,333,9,Loyal Customers,Canada
CUST0476,105,6,1599.36,3,4,4,344,11,Loyal Customers,Canada
CUST0477,311,4,765.38,1,3,2,132,6,Needs Attention,Usa
CUST0478,28,8,1763.09,4,4,4,444,12,Champions,France
CUST0479,25,12,3125.06,4,5,5,455,14,Champions,Germany
CUST0480,126,4,1235.03,2,3,3,233,8,At Risk,India
CUST0481,48,2,450.16,3,1,2,312,6,Promising,Usa
CUST0482,30,11,2766.83,4,5,5,455,14,Champions,India
CUST0483,465,2,895.51,1,1,3,113,5,Needs Attention,Australia
CUST0484,6,1,159.53,5,1,1,511,7,New Customers,Usa
CUST0485,20,1,21.5,4,1,1,411,6,New Customers,Uk
CUST0486,81,5,844.73,3,3,2,332,8,Needs Attention,Usa
CUST0487,311,2,444.16,1,1,1,111,3,Lost,France
CUST0488,135,2,76.82,2,1,1,211,4,Lost,Brazil
CUST0489,11,10,2317.11,5,4,4,544,13,Champions,Brazil
CUST0490,119,7,972.7,2,4,3,243,9,At Risk,Canada
CUST0491,40,13,3282.94,3,5,5,355,13,Loyal Customers,Australia
CUST0492,70,2,996.67,3,1,3,313,7,Needs Attention,Usa
CUST0493,7,29,5693.87,5,5,5,555,15,Champions,Canada
CUST0494,76,2,265.77,3,2,1,321,6,Promising,Germany
CUST0495,414,5,1120.21,1,3,3,133,7,At Risk,Canada
CUST0496,39,3,212.42,3,2,1,321,6,Promising,Australia
CUST0497,38,5,905.82,3,3,3,333,9,Loyal Customers,Brazil
CUST0498,13,12,3103.83,5,5,5,555,15,Champions,Brazil
CUST0499,380,5,1838.51,1,3,4,134,8,At Risk,France
CUST0500,414,3,1171.55,1,2,3,123,6,Needs Attention,Brazil
CUST0501,70,2,453.56,3,2,2,322,7,Promising,France
CUST0502,475,4,604.81,1,3,2,132,6,Needs Attention,Usa
CUST0503,17,2,615.06,4,2,2,422,8,New Customers,Brazil
CUST0504,110,3,901.92,2,2,3,223,7,Needs Attention,France
CUST0505,18,21,6263.15,4,5,5,455,14,Champions,Uk
CUST0506,470,4,1589.76,1,3,4,134,8,At Risk,Canada
CUST0507,388,5,1028.04,1,3,3,133,7,At Risk,Brazil
CUST0508,22,1,158.01,4,1,1,411,6,New Customers,Germany
CUST0509,29,2,203.02,4,2,1,421,7,New Customers,Germany
CUST0510,36,4,986.04,4,3,3,433,10,Loyal Customers,Usa
CUST0511,89,5,1231.66,3,3,3,333,9,Loyal Customers,India
CUST0512,6,9,1944.49,5,4,4,544,13,Champions,Canada
CUST0513,77,2,868.79,3,2,2,322,7,Promising,Canada
CUST0514,102,6,1315.2,3,4,3,343,10,Loyal Customers,India
CUST0515,153,6,1321.95,2,4,3,243,9,At Risk,France
CUST0516,325,4,876.97,1,3,2,132,6,Needs Attention,Usa
CUST0517,389,5,2144.6,1,3,4,134,8,At Risk,Brazil
CUST0518,441,4,710.99,1,3,2,132,6,Needs Attention,Germany
CUST0519,158,8,2904.01,2,4,5,245,11,At Risk,France
CUST0520,24,2,160.85,4,2,1,421,7,New Customers,Germany
CUST0521,29,1,20.95,4,1,1,411,6,New Customers,Usa
CUST0522,47,4,1314.3,3,3,3,333,9,Loyal Customers,Germany
CUST0523,213,2,94.4,1,2,1,121,4,Lost,Germany
CUST0524,131,3,388.15,2,2,1,221,5,Lost,France
CUST0525,8,1,694.43,5,1,2,512,8,New Customers,Uk
CUST0526,123,2,265.45,2,2,1,221,5,Lost,Germany
CUST0527,424,5,1251.03,1,3,3,133,7,At Risk,Uk
CUST0528,22,2,309.03,4,2,1,421,7,New Customers,Australia
CUST0529,391,3,1030.06,1,2,3,123,6,Needs Attention,Uk
CUST0530,2,1,119.04,5,1,1,511,7,New Customers,Uk
CUST0531,333,2,825.65,1,2,2,122,5,Lost,France
CUST0532,153,7,3067.41,2,4,5,245,11,At Risk,France
CUST0533,12,24,7139.54,5,5,5,555,15,Champions,Usa
CUST0534,130,3,823.44,2,2,2,222,6,Lost,Uk
CUST0535,38,12,2543.24,3,5,4,354,12,Loyal Customers,France
CUST0536,4,21,7914.99,5,5,5,555,15,Champions,France
CUST0537,25,1,615.85,4,1,2,412,7,New Customers,Uk
CUST0538,237,4,1333.17,1,3,3,133,7,At Risk,France
CUST0539,175,5,1246.9,1,3,3,133,7,At Risk,France
CUST0540,375,5,766.29,1,3,2,132,6,Needs Attention,Australia
CUST0541,16,14,2685.1,5,5,4,554,14,Champions,Usa
CUST0542,96,2,533.88,3,2,2,322,7,Promising,Australia
CUST0543,402,2,254.78,1,2,1,121,4,Lost,India
CUST0544,354,3,598.03,1,2,2,122,5,Lost,Canada
CUST0545,20,10,2613.34,4,4,4,444,12,Champions,Canada
CUST0546,14,25,5954.09,5,5,5,555,15,Champions,Australia
CUST0547,143,4,1296.94,2,3,3,233,8,At Risk,Usa
CUST0548,6,10,4563.76,5,4,5,545,14,Champions,Brazil
CUST0549,2,1,30.48,5,1,1,511,7,New Customers,Usa
CUST0550,14,1,791.14,5,1,2,512,8,New Customers,Australia
CUST0551,15,2,468.58,5,2,2,522,9,New Customers,Brazil
CUST0552,404,4,691.75,1,3,2,132,6,Needs Attention,Germany
CUST0553,379,2,480.67,1,2,2,122,5,Lost,Usa
CUST0554,66,4,447.84,3,3,1,331,7,Needs Attention,Uk
CUST0555,30,12,2932.97,4,5,5,455,14,Champions,India
CUST0556,30,5,2622.53,4,3,4,434,11,Loyal Customers,Brazil
CUST0557,98,8,2141.61,3,4,4,344,11,Loyal Customers,India
CUST0558,17,1,742.01,4,1,2,412,7,New Customers,Germany
CUST0559,108,3,1358.98,2,2,3,223,7,Needs Attention,India
CUST0560,3,2,403.18,5,2,1,521,8,New Customers,Canada
CUST0561,13,9,1909.15,5,4,4,544,13,Champions,Canada
CUST0562,29,2,155.93,4,2,1,421,7,New Customers,Brazil
CUST0563,47,5,895.22,3,4,3,343,10,Loyal Customers,India
CUST0564,100,5,1048.21,3,4,3,343,10,Loyal Customers,Australia
CUST0565,476,4,1269.06,1,3,3,133,7,At Risk,India
CUST0566,41,3,579.48,3,2,2,322,7,Promising,Usa
CUST0567,27,2,82.95,4,2,1,421,7,New Customers,Uk
CUST0568,367,3,1261.9,1,2,3,123,6,Needs Attention,India
CUST0569,106,2,580.51,3,2,2,322,7,Promising,Uk
CUST0570,18,11,2699.55,4,5,5,455,14,Champions,Brazil
CUST0571,28,12,4218.35,4,5,5,455,14,Champions,Canada
CUST0572,47,4,1185.51,3,3,3,333,9,Loyal Customers,Germany
CUST0573,84,4,1299.58,3,3,3,333,9,Loyal Customers,Germany
CUST0574,15,8,2994.62,5,4,5,545,14,Champions,India
CUST0575,121,9,1488.66,2,4,4,244,10,At Risk,India
CUST0576,226,4,1403.05,1,3,3,133,7,At Risk,Australia
CUST0577,343,5,1028.99,1,4,3,143,8,At Risk,Uk
CUST0578,295,2,536.6,1,2,2,122,5,Lost,India
CUST0579,160,9,3617.48,2,4,5,245,11,At Risk,Brazil
CUST0580,1,25,6332.58,5,5,5,555,15,Champions,France
CUST0581,87,5,1705.1,3,4,4,344,11,Loyal Customers,Usa
CUST0582,378,2,397.15,1,2,1,121,4,Lost,Canada
CUST0583,113,3,505.05,2,2,2,222,6,Lost,Australia
CUST0584,12,2,291.4,5,2,1,521,8,New Customers,Uk
CUST0585,124,7,2831.0,2,4,5,245,11,At Risk,Brazil
CUST0586,84,4,1322.89,3,3,3,333,9,Loyal Customers,France
CUST0587,16,11,4345.15,5,5,5,555,15,Champions,Canada
CUST0588,34,9,3230.88,4,4,5,445,13,Champions,France
CUST0589,12,8,1596.05,5,4,4,544,13,Champions,Usa
CUST0590,26,18,5492.34,4,5,5,455,14,Champions,Brazil
CUST0591,35,8,2784.57,4,4,5,445,13,Champions,India
CUST0592,331,3,906.82,1,2,3,123,6,Needs Attention,Canada
CUST0593,93,2,1617.88,3,2,4,324,9,Needs Attention,Australia
CUST0594,405,3,658.01,1,2,2,122,5,Lost,Germany
CUST0595,75,3,1019.41,3,2,3,323,8,Needs Attention,Usa
CUST0596,13,28,6597.32,5,5,5,555,15,Champions,Australia
CUST0597,48,4,681.25,3,3,2,332,8,Needs Attention,France
CUST0598,38,3,538.36,3,2,2,322,7,Promising,Germany
CUST0599,35,13,3832.64,4,5,5,455,14,Champions,Usa
CUST0600,151,5,1908.59,2,4,4,244,10,At Risk,France
CUST0601,20,2,643.87,4,2,2,422,8,New Customers,France
CUST0602,221,5,993.62,1,4,3,143,8,At Risk,Germany
CUST0603,24,10,2512.19,4,4,4,444,12,Champions,Canada
CUST0604,6,2,79.44,5,2,1,521,8,New Customers,Usa
CUST0605,157,5,1146.21,2,4,3,243,9,At Risk,France
CUST0606,124,3,973.42,2,2,3,223,7,Needs Attention,Brazil
CUST0607,5,2,885.91,5,2,3,523,10,New Customers,France
CUST0608,26,14,4450.25,4,5,5,455,14,Champions,Canada
CUST0609,98,4,664.83,3,3,2,332,8,Needs Attention,Australia
CUST0610,16,2,1307.12,5,2,3,523,10,New Customers,France
CUST0611,100,5,2158.93,3,4,4,344,11,Loyal Customers,India
CUST0612,164,7,2267.2,2,4,4,244,10,At Risk,Germany
CUST0613,274,2,501.55,1,2,2,122,5,Lost,Canada
CUST0614,332,2,845.75,1,2,2,122,5,Lost,Brazil
CUST0615,5,10,2143.68,5,4,4,544,13,Champions,Germany
CUST0616,11,11,2825.14,5,5,5,555,15,Champions,Canada
CUST0617,26,1,209.05,4,1,1,411,6,New Customers,Canada
CUST0618,121,3,527.83,2,2,2,222,6,Lost,Germany
CUST0619,421,2,641.92,1,2,2,122,5,Lost,India
CUST0620,2,2,361.9,5,2,1,521,8,New Customers,Uk
CUST0621,16,14,3817.36,5,5,5,555,15,Champions,Usa
CUST0622,9,26,6805.59,5,5,5,555,15,Champions,France
CUST0623,10,13,3929.56,5,5,5,555,15,Champions,India
CUST0624,448,3,883.24,1,2,2,122,5,Lost,Canada
CUST0625,173,11,4087.43,1,5,5,155,11,At Risk,Australia
CUST0626,111,3,748.13,2,2,2,222,6,Lost,Germany
CUST0627,140,10,1862.33,2,4,4,244,10,At Risk,Australia
CUST0628,139,5,1913.99,2,4,4,244,10,At Risk,Usa
CUST0629,352,4,163.86,1,3,1,131,5,Needs Attention,India
CUST0630,1,16,4065.95,5,5,5,555,15,Champions,India
CUST0631,18,24,6074.82,4,5,5,455,14,Champions,France
CUST0632,18,14,2961.97,4,5,5,455,14,Champions,France
CUST0633,142,3,1475.71,2,2,4,224,8,Needs Attention,Uk
CUST0634,107,8,2002.9,2,4,4,244,10,At Risk,Usa
CUST0635,40,10,1917.13,3,4,4,344,11,Loyal Customers,France
CUST0636,11,10,3875.93,5,5,5,555,15,Champions,Australia
CUST0637,18,12,2662.72,4,5,4,454,13,Champions,France
CUST0638,282,5,730.53,1,4,2,142,7,Needs Attention,Brazil
CUST0639,69,5,541.09,3,4,2,342,9,Needs Attention,France
CUST0640,12,1,740.69,5,1,2,512,8,New Customers,Germany
CUST0641,367,5,850.52,1,4,2,142,7,Needs Attention,Australia
CUST0642,2,2,527.22,5,2,2,522,9,New Customers,Australia
CUST0643,384,2,138.76,1,2,1,121,4,Lost,India
CUST0644,136,4,716.0,2,3,2,232,7,Needs Attention,Germany
CUST0645,25,2,470.49,4,2,2,422,8,New Customers,Australia
CUST0646,7,19,3389.29,5,5,5,555,15,Champions,Usa
CUST0647,31,12,2081.19,4,5,4,454,13,Champions,Germany
CUST0648,25,13,3558.99,4,5,5,455,14,Champions,Usa
CUST0649,356,3,1262.07,1,2,3,123,6,Needs Attention,Uk
CUST0650,132,3,467.35,2,2,2,222,6,Lost,Germany
CUST0651,37,10,2120.0,3,5,4,354,12,Loyal Customers,Brazil
CUST0652,11,18,5933.07,5,5,5,555,15,Champions,Uk
CUST0653,21,1,280.7,4,1,1,411,6,New Customers,Brazil
CUST0654,3,1,233.67,5,1,1,511,7,New Customers,Usa
CUST0655,6,13,4040.33,5,5,5,555,15,Champions,Uk
CUST0656,469,5,2428.42,1,4,4,144,9,At Risk,Canada
CUST0657,12,23,6650.92,5,5,5,555,15,Champions,Uk
CUST0658,147,5,1186.08,2,4,3,243,9,At Risk,Germany
CUST0659,132,5,944.63,2,4,3,243,9,At Risk,India
CUST0660,8,2,613.62,5,2,2,522,9,New Customers,Brazil
CUST0661,10,24,6306.24,5,5,5,555,15,Champions,India
CUST0662,12,1,4.06,5,1,1,511,7,New Customers,Australia
CUST0663,117,8,1743.2,2,4,4,244,10,At Risk,Australia
CUST0664,14,9,2693.46,5,4,5,545,14,Champions,Uk
CUST0665,17,24,5595.76,4,5,5,455,14,Champions,India
CUST0666,40,14,2781.12,3,5,5,355,13,Loyal Customers,Canada
CUST0667,143,11,3147.88,2,5,5,255,12,At Risk,Usa
CUST0668,483,2,286.47,1,2,1,121,4,Lost,Australia
CUST0669,126,5,1468.65,2,4,4,244,10,At Risk,India
CUST0670,23,14,4986.87,4,5,5,455,14,Champions,Brazil
CUST0671,82,2,472.13,3,2,2,322,7,Promising,Canada
CUST0672,257,2,66.72,1,2,1,121,4,Lost,India
CUST0673,80,5,1009.32,3,4,3,343,10,Loyal Customers,Canada
CUST0674,141,5,764.24,2,4,2,242,8,Needs Attention,Germany
CUST0675,135,9,2368.28,2,4,4,244,10,At Risk,Canada
CUST0676,129,4,1177.47,2,3,3,233,8,At Risk,Canada
CUST0677,34,10,3762.92,4,5,5,455,14,Champions,France
CUST0678,11,16,5443.72,5,5,5,555,15,Champions,Germany
CUST0679,6,13,3529.28,5,5,5,555,15,Champions,Uk
CUST0680,473,3,1161.84,1,2,3,123,6,Needs Attention,India
CUST0681,113,8,1726.51,2,4,4,244,10,At Risk,Germany
CUST0682,24,10,2288.75,4,5,4,454,13,Champions,Usa
CUST0683,138,4,678.68,2,3,2,232,7,Needs Attention,Canada
CUST0684,447,3,1328.69,1,2,3,123,6,Needs Attention,Usa
CUST0685,18,11,2474.88,4,5,4,454,13,Champions,Germany
CUST0686,43,14,4335.27,3,5,5,355,13,Loyal Customers,Canada
CUST0687,478,5,873.35,1,4,2,142,7,Needs Attention,France
CUST0688,17,27,8048.68,4,5,5,455,14,Champions,Usa
CUST0689,42,5,1215.38,3,4,3,343,10,Loyal Customers,Usa
CUST0690,3,2,67.1,5,2,1,521,8,New Customers,Usa
CUST0691,29,10,2556.73,4,5,4,454,13,Champions,Germany
CUST0692,12,26,8762.63,5,5,5,555,15,Champions,Canada
CUST0693,8,8,1762.42,5,4,4,544,13,Champions,France
CUST0694,3,23,4772.63,5,5,5,555,15,Champions,Germany
CUST0695,14,1,46.56,5,1,1,511,7,New Customers,Canada
CUST0696,16,1,206.88,5,1,1,511,7,New Customers,Germany
CUST0697,144,2,436.79,2,2,1,221,5,Lost,France
CUST0698,17,1,44.48,4,1,1,411,6,New Customers,Uk
CUST0699,14,20,4430.58,5,5,5,555,15,Champions,Germany
CUST0700,118,4,1162.75,2,3,3,233,8,At Risk,India
CUST0701,107,11,1844.16,2,5,4,254,11,At Risk,Australia
CUST0702,429,5,1321.43,1,4,3,143,8,At Risk,India
CUST0703,107,9,3411.73,2,4,5,245,11,At Risk,Canada
CUST0704,441,5,1292.95,1,4,3,143,8,At Risk,France
CUST0705,376,2,798.58,1,2,2,122,5,Lost,Australia
CUST0706,448,5,476.97,1,4,2,142,7,Needs Attention,Australia
CUST0707,111,4,1555.85,2,3,4,234,9,At Risk,India
CUST0708,152,7,1895.29,2,4,4,244,10,At Risk,Usa
CUST0709,20,12,3543.11,4,5,5,455,14,Champions,France
CUST0710,10,2,830.35,5,2,2,522,9,New Customers,India
CUST0711,97,2,203.34,3,2,1,321,6,Promising,Canada
CUST0712,146,9,2139.89,2,4,4,244,10,At Risk,France
CUST0713,30,9,2623.56,4,4,4,444,12,Champions,India
CUST0714,80,3,946.46,3,2,3,323,8,Needs Attention,Australia
CUST0715,282,4,1098.28,1,3,3,133,7,At Risk,France
CUST0716,14,1,282.27,5,1,1,511,7,New Customers,Uk
CUST0717,15,20,6971.19,5,5,5,555,15,Champions,Brazil
CUST0718,17,2,531.68,4,2,2,422,8,New Customers,Brazil
CUST0719,451,2,453.19,1,2,2,122,5,Lost,Germany
CUST0720,88,2,842.99,3,2,2,322,7,Promising,Germany
CUST0721,32,5,842.96,4,4,2,442,10,Needs Attention,Brazil
CUST0722,129,5,1866.26,2,4,4,244,10,At Risk,Usa
CUST0723,165,10,3010.34,1,5,5,155,11,At Risk,Australia
CUST0724,419,3,1539.49,1,2,4,124,7,Needs Attention,Brazil
CUST0725,17,23,3913.33,4,5,5,455,14,Champions,Uk
CUST0726,2,1,45.59,5,1,1,511,7,New Customers,Brazil
CUST0727,5,1,380.83,5,1,1,511,7,New Customers,Germany
CUST0728,363,2,416.68,1,2,1,121,4,Lost,Uk
CUST0729,158,6,2905.21,2,4,5,245,11,At Risk,Usa
CUST0730,149,7,2193.19,2,4,4,244,10,At Risk,Usa
CUST0731,112,11,3638.12,2,5,5,255,12,At Risk,India
CUST0732,25,13,3677.35,4,5,5,455,14,Champions,Germany
CUST0733,346,2,840.77,1,2,2,122,5,Lost,Usa
CUST0734,19,2,1343.54,4,2,3,423,9,New Customers,Uk
CUST0735,99,5,1033.59,3,4,3,343,10,Loyal Customers,Brazil
CUST0736,21,11,3800.21,4,5,5,455,14,Champions,Uk
CUST0737,167,6,1366.49,1,4,3,143,8,At Risk,Australia
CUST0738,25,11,1780.24,4,5,4,454,13,Champions,Canada
CUST0739,112,7,1301.23,2,4,3,243,9,At Risk,Australia
CUST0740,22,11,2892.27,4,5,5,455,14,Champions,Brazil
CUST0741,18,2,785.27,4,2,2,422,8,New Customers,Brazil
CUST0742,27,11,1278.53,4,5,3,453,12,Loyal Customers,India
CUST0743,397,4,564.19,1,3,2,132,6,Needs Attention,Germany
CUST0745,2,21,5597.9,5,5,5,555,15,Champions,France
CUST0746,57,3,226.33,3,2,1,321,6,Promising,India
CUST0747,29,2,1441.73,4,2,3,423,9,New Customers,Uk
CUST0748,29,12,1798.66,4,5,4,454,13,Champions,Germany
CUST0749,24,9,2998.69,4,4,5,445,13,Champions,Germany
CUST0750,62,8,1338.99,3,4,3,343,10,Loyal Customers,Australia
CUST0751,439,5,2229.03,1,4,4,144,9,At Risk,Canada
CUST0752,211,5,1619.9,1,4,4,144,9,At Risk,India
CUST0753,27,14,3607.55,4,5,5,455,14,Champions,Canada
CUST0754,90,8,1008.22,3,4,3,343,10,Loyal Customers,Australia
CUST0755,8,20,2915.47,5,5,5,555,15,Champions,Uk
CUST0756,152,10,1544.02,2,5,4,254,11,At Risk,Canada
CUST0757,117,11,1625.34,2,5,4,254,11,At Risk,Usa
CUST0758,145,8,2384.05,2,4,4,244,10,At Risk,Uk
CUST0759,136,3,856.43,2,2,2,222,6,Lost,France
CUST0760,6,9,3094.35,5,4,5,545,14,Champions,France
CUST0761,10,12,3947.82,5,5,5,555,15,Champions,Brazil
CUST0762,177,8,1612.5,1,4,4,144,9,At Risk,Canada
CUST0763,56,2,233.96,3,2,1,321,6,Promising,Brazil
CUST0764,29,1,112.72,4,1,1,411,6,New Customers,India
CUST0765,14,1,56.68,5,1,1,511,7,New Customers,France
CUST0766,297,2,574.78,1,2,2,122,5,Lost,Brazil
CUST0767,8,1,46.53,5,1,1,511,7,New Customers,India
CUST0768,129,2,95.13,2,2,1,221,5,Lost,France
CUST0769,161,6,2105.02,2,4,4,244,10,At Risk,Canada
CUST0770,103,5,1687.52,3,4,4,344,11,Loyal Customers,Canada
CUST0771,6,10,1628.04,5,5,4,554,14,Champions,Brazil
CUST0772,308,4,939.8,1,3,3,133,7,At Risk,Australia
CUST0773,79,4,1824.24,3,3,4,334,10,Loyal Customers,France
CUST0774,65,4,515.25,3,3,2,332,8,Needs Attention,India
CUST0775,19,1,324.06,4,1,1,411,6,New Customers,France
CUST0776,113,6,925.2,2,4,3,243,9,At Risk,Germany
CUST0777,97,2,102.4,3,2,1,321,6,Promising,Germany
CUST0778,43,7,1357.21,3,4,3,343,10,Loyal Customers,Uk
CUST0779,23,1,252.84,4,1,1,411,6,New Customers,Germany
CUST0780,21,2,403.17,4,2,1,421,7,New Customers,India
CUST0781,107,11,1837.54,2,5,4,254,11,At Risk,Brazil
CUST0782,19,12,3914.88,4,5,5,455,14,Champions,Australia
CUST0783,21,2,310.49,4,2,1,421,7,New Customers,India
CUST0784,148,3,999.86,2,2,3,223,7,Needs Attention,France
CUST0785,95,9,2957.17,3,4,5,345,12,Loyal Customers,India
CUST0786,329,4,1418.9,1,3,3,133,7,At Risk,Uk
CUST0787,235,4,1221.91,1,3,3,133,7,At Risk,Uk
CUST0788,110,3,1225.34,2,2,3,223,7,Needs Attention,India
CUST0789,16,2,481.08,5,2,2,522,9,New Customers,Uk
CUST0790,15,2,861.82,5,2,2,522,9,New Customers,France
CUST0791,10,14,3638.51,5,5,5,555,15,Champions,Germany
CUST0792,139,6,1616.18,2,4,4,244,10,At Risk,Usa
CUST0793,163,8,1691.62,2,4,4,244,10,At Risk,France
CUST0794,27,1,199.91,4,1,1,411,6,New Customers,Australia
CUST0795,168,5,1037.43,1,4,3,143,8,At Risk,Australia
CUST0796,19,2,703.28,4,2,2,422,8,New Customers,Australia
CUST0797,358,2,753.79,1,2,2,122,5,Lost,India
CUST0798,29,8,1654.0,4,4,4,444,12,Champions,Germany
CUST0799,98,2,629.99,3,2,2,322,7,Promising,Australia
CUST0800,5,11,2704.96,5,5,5,555,15,Champions,France
